MENISCORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOMIELITE DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIA OU PSEUDARTROSE DO TARSO E MÉDIO PÉ - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIA OU PSEUDARTROSE DOS METATARSOS/FALANGES - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIAS AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OSTEOTOMIAS E/OU PSEUDARTROSES - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÕES LIGAMENTARES DO PIVOT CENTRAL DE JOELHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE OSSO DO PÉ;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÕES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÕES DE REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVISÕES DE RECONSTRUÇÕES INTRA-ARTICULARES DE JOELHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ROTURA DO TENDÃO DE AQUILES - REDUÇÃO INCRUENTA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ROTURA DO TENDÃO DE AQUILES - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TOALETE CIRÚRGICA - CORREÇÃO DE JOELHO FLEXO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE AUTÓLOGO EM JOELHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO DE FÍBULA/TÍBIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA ARTRITE SÉPTICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOCONDRITE DE TORNOZELO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA SINDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE ARTRITE OU OSTEOARTRITE;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE DEFORMIDADES DOS DEDOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE EPIFISITES E TENDINITES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE GIGANTISMO EM PÉ;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÃO AGUDA DE LIGAMENTO COLATERAL DE JOELHO, ASSOCIADA A LIGAMENTO CRUZADO E MENISCO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÕES AGUDAS E/OU LUXAÇÕES DE MENISCOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÕES INTRÍNSECAS OU COMPLEXAS DE JOELHO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LINFEDEMA AO NÍVEL DO PÉ;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE POLIDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO HALLUX VALGUS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO MAL PERFURANTE PLANTAR;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO PÉ PLANO/PÉ CAVO/COALISÃO TARSAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO PÉ TORTO CONGÊNITO COM OU SEM FIXADOR EXTERNO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DA RETRAÇÃO CICATRICIAL DOS DEDOS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MEMBROS INFERIORES;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE MÚSCULO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESINSERÇÃO OU MIOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DISSECÇÃO MUSCULAR;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM CIRÚRGICA DO PSOAS;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FASCIOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MIORRAFIAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO MUSCULAR;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;MÚSCULOS E FASCIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DE TENDÕES - TRATAMENTO CRUENTO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIAS CIRÚRGICAS DE TENDÕES, BURSAS E SINÓVIAS;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BURSECTOMIA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO SINOVIAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENCURTAMENTO DE TENDÃO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SÍNDROME DO CANAL CARPIANO - TRATAMENTO CRUENTO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINOVECTOMIA - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOARTROPLASTIA PARA OSSOS DO CARPO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENODESE;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENÓLISE NO TÚNEL ÓSTEO FIBROSO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENÓLISE/TENDONESE - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOPLASTIA / ENXERTO DE TENDÃO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOPLASTIA DE TENDÃO EM OUTRAS REGIÕES;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES INFECCIOSAS - DRENAGEM;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ENXERTO);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SIMPLES);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TENDÕES, BURSAS E SINÓVIAS;SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL, TRAQUEOBRÔNQUICA OU BRÔNQUICA, INCLUSIVE POR VIA ENDOSCÓPICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE FÍSTULA TRÁQUEO-CUTÂNEA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLASTIA DE TRAQUEOSTOMA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO TRAQUEAL;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO CARINAL (TRAQUEOBRÔNQUICA);N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEORRAFIA POR VIDEOTORACOSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA;N/A;N/A;N/A;AMB;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA COM COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL OU TRAQUEOBRÔNQUICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA MEDIASTINAL;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOTOMIA OU FECHAMENTO CIRÚRGICO;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FÍSTULA TRAQUEOESOFÁGICA ADQUIRIDA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TROCA DE PRÓTESE TRÁQUEO-ESOFÁGICA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;TRAQUÉIA;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BRÔNQUIOS;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BRÔNQUIOS;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BRÔNQUIOS;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BRÔNQUIOS;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO DE MOLDE BRÔNQUICO POR TORACOTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;BRÔNQUIOS;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BULECTOMIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PULMÃO;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BULECTOMIA POR VIDEOTORACOSCOPIA;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PULMÃO;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA REDUTORA DO VOLUME PULMONAR;N/A;N/A;N/A;N/A;HCO;HSO;REF;N/A;N/A;PULMÃO;SISTEMA RESPIRATÓRIO E MEDIASTINO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
